Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Isotope Distribution,Maximum Abundance,Minimum CV%,20190805_Blank_Neg_06,20190805_Blank_Neg_06,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
18.27_687.0030m/z,,687.0029826,1,18.26606667,0.247383333,0,100 - 30.4,14887.7882,---,14887.7882,14887.7882,,,,,,,,,,
18.25_508.0272m/z,,508.0272448,1,18.24958333,0.280316667,0,100,4702.289955,---,4702.289955,4702.289955,,,,,,,,,,
18.23_206.0003m/z,,206.0003047,1,18.23278333,0.197983333,0,100 - 83.3,2676.005831,---,2676.005831,2676.005831,,,,,,,,,,
18.22_265.1497m/z,,265.1496726,1,18.21631667,0.082683333,0,100,739.7125816,---,739.7125816,739.7125816,,,,,,,,,,
18.20_234.8889m/z,,234.8889286,1,18.19985,0.132083333,0,100,961.682732,---,961.682732,961.682732,,,,,,,,,,
18.17_298.9249m/z,,298.9249414,1,18.1669,0.065883333,0,100,650.8620033,---,650.8620033,650.8620033,,,,,,,,,,
18.13_325.1879m/z,,325.1879409,1,18.13396667,0.065883333,0,100,586.463728,---,586.463728,586.463728,,,,,,,,,,
18.13_754.9535m/z,,754.9534546,1,18.13396667,0.148233333,0,100 - 30.5,7993.334526,---,7993.334526,7993.334526,,,,,,,,,,
18.13_486.9869m/z,,486.9869257,1,18.13396667,0.708883333,0,100 - 28.7,30442.00032,---,30442.00032,30442.00032,,,,,,,,,,
18.10_126.9053m/z,,126.9053092,1,18.10101667,0.21445,0,100,1005.285666,---,1005.285666,1005.285666,,,,,,,,,,
18.07_250.8359m/z,,250.8358776,1,18.06808333,0.165033333,0,100,1165.474199,---,1165.474199,1165.474199,,,,,,,,,,
18.07_292.9816m/z,,292.9816042,1,18.06808333,0.115283333,0,100 - 37.1,5485.643302,---,5485.643302,5485.643302,,,,,,,,,,
18.05_332.9629m/z,,332.9628673,1,18.05161667,0.0494,0,100 - 37,2664.827518,---,2664.827518,2664.827518,,,,,,,,,,
18.04_199.1714m/z,,199.1714443,1,18.03515,0.098816667,0,100,554.1546707,---,554.1546707,554.1546707,,,,,,,,,,
18.02_241.2186m/z,,241.2185601,1,18.01866667,0.049416667,0,100,406.7267609,---,406.7267609,406.7267609,,,,,,,,,,
17.99_298.9247m/z,,298.9246937,1,17.98573333,0.1321,0,100,1186.617069,---,1186.617069,1186.617069,,,,,,,,,,
17.94_324.9967m/z,,324.9967228,1,17.93598333,0.032933333,0,100 - 33.4,2185.086494,---,2185.086494,2185.086494,,,,,,,,,,
17.92_618.9537m/z,,618.9536994,1,17.91951667,0.181166667,0,100 - 22.3,8810.796896,---,8810.796896,8810.796896,,,,,,,,,,
17.90_325.1872m/z,,325.1871764,1,17.90305,0.148566667,0,100,1136.117357,---,1136.117357,1136.117357,,,,,,,,,,
17.90_392.9962m/z,,392.9962256,1,17.90305,0.082683333,0,100 - 23.2,3662.86156,---,3662.86156,3662.86156,,,,,,,,,,
17.85_250.8354m/z,,250.8353729,1,17.85363333,0.08235,0,100,638.3507551,---,638.3507551,638.3507551,,,,,,,,,,
17.85_292.9900m/z,,292.9900292,1,17.85363333,0.098816667,0,100 - 71.9,2590.201789,---,2590.201789,2590.201789,,,,,,,,,,
17.84_266.9636m/z,,266.9636225,1,17.83716667,0.148233333,0,100 - 11.7,6270.384838,---,6270.384838,6270.384838,,,,,,,,,,
17.80_314.9769m/z,,314.9769011,1,17.80421667,0.131766667,0,100 - 23.6,7538.939705,---,7538.939705,7538.939705,,,,,,,,,,
17.77_692.9844m/z,,692.9844196,1,17.77128333,0.065883333,0,100 - 26.9,4166.506912,---,4166.506912,4166.506912,,,,,,,,,,
17.75_484.9786m/z,,484.978643,1,17.75481667,4.84895,0,100 - 30.7,247668.9155,---,247668.9155,247668.9155,,,,,,,,,,
17.71_324.9852m/z,,324.9851748,1,17.70506667,0.032933333,0,100 - 14.6,2011.148277,---,2011.148277,2011.148277,,,,,,,,,,
17.66_520.9656m/z,,520.9656338,1,17.65565,0.4289,0,100 - 25.1,18615.76995,---,18615.76995,18615.76995,,,,,,,,,,
17.64_282.9753m/z,,282.9753094,1,17.63918333,0.098816667,0,100,1352.984581,---,1352.984581,1352.984581,,,,,,,,,,
17.64_692.9975m/z,,692.9974972,1,17.63918333,0.197983333,0,100 - 31.8,11945.3817,---,11945.3817,11945.3817,,,,,,,,,,
17.61_272.9925m/z,,272.9925025,1,17.60625,0.098833333,0,100 - 30.1,2411.007067,---,2411.007067,2411.007067,,,,,,,,,,
17.59_208.8458m/z,,208.8457808,1,17.58976667,0.148566667,0,100,845.0711384,---,845.0711384,845.0711384,,,,,,,,,,
17.57_292.9378m/z,,292.9377708,1,17.5733,0.098833333,0,100 - 36.8,4270.715566,---,4270.715566,4270.715566,,,,,,,,,,
17.54_243.0070m/z,,243.0070444,1,17.54036667,0.098833333,0,100,1198.018248,---,1198.018248,1198.018248,,,,,,,,,,
17.51_250.8357m/z,,250.8357044,1,17.50741667,0.098833333,0,100,720.94312,---,720.94312,720.94312,,,,,,,,,,
17.49_178.9421m/z,,178.9421047,1,17.49095,0.1153,0,100,796.7931385,---,796.7931385,796.7931385,,,,,,,,,,
17.47_156.9824m/z,,156.9824305,1,17.47415,0.066216667,0,100,517.5386009,---,517.5386009,517.5386009,,,,,,,,,,
17.47_282.9749m/z,,282.9748796,1,17.47415,0.066216667,0,100,1012.237255,---,1012.237255,1012.237255,,,,,,,,,,
17.46_274.9632m/z,,274.9632428,1,17.45768333,0.197983333,0,100 - 17.1,9139.157043,---,9139.157043,9139.157043,,,,,,,,,,
17.39_376.9160m/z,,376.9159703,1,17.3918,0.21445,0,100 - 22,9390.0715,---,9390.0715,9390.0715,,,,,,,,,,
17.38_300.8796m/z,,300.8796175,1,17.37531667,0.13175,0,100,1785.921834,---,1785.921834,1785.921834,,,,,,,,,,
17.36_1194.9073m/z,,1194.907251,1,17.35885,0.065883333,0,100,1883.001033,---,1883.001033,1883.001033,,,,,,,,,,
17.31_174.9310m/z,,174.9309968,1,17.30943333,0.098816667,0,100,457.9298401,---,457.9298401,457.9298401,,,,,,,,,,
17.28_208.8464m/z,,208.8463687,1,17.2765,0.148566667,0,100,852.0581036,---,852.0581036,852.0581036,,,,,,,,,,
17.28_196.0252m/z,,196.0251648,1,17.2765,0.1153,0,100,723.5086561,---,723.5086561,723.5086561,,,,,,,,,,
17.28_234.8891m/z,,234.8891357,1,17.2765,0.297133333,0,100,2498.801164,---,2498.801164,2498.801164,,,,,,,,,,
17.24_241.2177m/z,,241.2177394,1,17.24356667,0.21445,0,100,1319.057344,---,1319.057344,1319.057344,,,,,,,,,,
17.21_391.0022m/z,,391.0021799,1,17.21028333,0.181166667,0,100 - 31.9,6806.483615,---,6806.483615,6806.483615,,,,,,,,,,
17.16_282.9752m/z,,282.9752048,1,17.16088333,0.065883333,0,100,951.3372803,---,951.3372803,951.3372803,,,,,,,,,,
17.13_332.9950m/z,,332.995029,1,17.12793333,0.049416667,0,100 - 46.8,2004.614446,---,2004.614446,2004.614446,,,,,,,,,,
17.11_281.2501m/z,,281.2500613,1,17.11146667,0.049416667,0,100,441.4096184,---,441.4096184,441.4096184,,,,,,,,,,
17.11_315.0206m/z,,315.0206047,1,17.11146667,0.032933333,0,100 - 86.1,1517.999864,---,1517.999864,1517.999864,,,,,,,,,,
17.10_272.9954m/z,,272.9954463,1,17.095,0.1153,0,100 - 29.7,2840.511142,---,2840.511142,2840.511142,,,,,,,,,,
17.06_518.9350m/z,,518.9349753,1,17.06205,0.0494,0,100 - 22.1,2101.624718,---,2101.624718,2101.624718,,,,,,,,,,
17.05_684.9634m/z,,684.9633979,1,17.04558333,0.098816667,0,100 - 13.6,4766.929723,---,4766.929723,4766.929723,,,,,,,,,,
17.01_178.9427m/z,,178.9427091,1,17.01263333,0.065883333,0,100,488.038229,---,488.038229,488.038229,,,,,,,,,,
17.00_611.0471m/z,,611.0471286,1,16.99616667,0.033266667,0,100 - 49.8,1666.785991,---,1666.785991,1666.785991,,,,,,,,,,
16.98_278.8309m/z,,278.8308932,1,16.97936667,0.313616667,0,100,2665.296332,---,2665.296332,2665.296332,,,,,,,,,,
16.96_276.8343m/z,,276.8342544,1,16.9629,0.082683333,0,100,633.5053844,---,633.5053844,633.5053844,,,,,,,,,,
16.95_250.8359m/z,,250.8359398,1,16.94643333,0.098816667,0,100,690.7003314,---,690.7003314,690.7003314,,,,,,,,,,
16.93_608.9774m/z,,608.9774446,1,16.92995,0.527716667,0,100 - 31,27866.26284,---,27866.26284,27866.26284,,,,,,,,,,
16.91_298.9249m/z,,298.9248725,1,16.91348333,0.098816667,0,100,894.4174805,---,894.4174805,894.4174805,,,,,,,,,,
16.90_632.9829m/z,,632.9829096,1,16.89701667,0.824516667,0,100 - 28.2,44752.10828,---,44752.10828,44752.10828,,,,,,,,,,
16.88_332.9988m/z,,332.9988466,1,16.88055,0.131766667,0,100 - 48.4,4053.150039,---,4053.150039,4053.150039,,,,,,,,,,
16.88_315.0221m/z,,315.0220875,1,16.88055,0.098833333,0,100 - 56.6,4238.845898,---,4238.845898,4238.845898,,,,,,,,,,
16.83_688.9529m/z,,688.9529005,1,16.83113333,0.478316667,0,100 - 30.9,25961.29743,---,25961.29743,25961.29743,,,,,,,,,,
16.81_693.0017m/z,,693.0016803,1,16.81466667,0.065883333,0,100 - 24.3,4184.405841,---,4184.405841,4184.405841,,,,,,,,,,
16.78_272.9925m/z,,272.9925158,1,16.78171667,0.066216667,0,100,1108.1753,---,1108.1753,1108.1753,,,,,,,,,,
16.77_304.9757m/z,,304.975678,1,16.76525,0.049733333,0,100,1261.749425,---,1261.749425,1261.749425,,,,,,,,,,
16.77_493.0187m/z,,493.0187327,1,16.76525,0.659816667,0,100 - 30.5,33872.70431,---,33872.70431,33872.70431,,,,,,,,,,
16.73_690.9605m/z,,690.9605,1,16.73198333,1.0719,0,100 - 35,55341.48672,---,55341.48672,55341.48672,,,,,,,,,,
16.72_325.1873m/z,,325.1873233,1,16.71551667,0.098833333,0,100,931.6021461,---,931.6021461,931.6021461,,,,,,,,,,
16.70_396.9565m/z,,396.9565142,1,16.69903333,0.329733333,0,100 - 18.2,15095.27964,---,15095.27964,15095.27964,,,,,,,,,,
16.68_315.0375m/z,,315.0375456,1,16.68256667,0.03295,0,100 - 42.1,1188.649152,---,1188.649152,1188.649152,,,,,,,,,,
16.67_282.9745m/z,,282.9744703,1,16.6661,0.049416667,0,100,826.0094147,---,826.0094147,826.0094147,,,,,,,,,,
16.67_407.0028m/z,,407.0028267,1,16.6661,0.230916667,0,100 - 27.8,11888.24436,---,11888.24436,11888.24436,,,,,,,,,,
16.63_292.9917m/z,,292.9917356,1,16.63315,0.115633333,0,100 - 79,3174.909771,---,3174.909771,3174.909771,,,,,,,,,,
16.60_281.2509m/z,,281.2509329,1,16.60021667,0.165033333,0,100,1403.618935,---,1403.618935,1403.618935,,,,,,,,,,
16.57_272.9933m/z,,272.9933386,1,16.56728333,0.08235,0,100 - 38.5,1899.440883,---,1899.440883,1899.440883,,,,,,,,,,
16.53_150.9469m/z,,150.9469209,1,16.53433333,0.3136,0,100,1945.654278,---,1945.654278,1945.654278,,,,,,,,,,
16.53_632.9781m/z,,632.9780586,1,16.53433333,0.115616667,0,100 - 20.2,6480.67864,---,6480.67864,6480.67864,,,,,,,,,,
16.50_652.9640m/z,,652.9639924,1,16.5014,0.1321,0,100 - 22.3,6337.790066,---,6337.790066,6337.790066,,,,,,,,,,
16.48_272.9878m/z,,272.9877561,1,16.4846,0.066216667,0,100 - 41.1,1374.883968,---,1374.883968,1374.883968,,,,,,,,,,
16.48_620.9712m/z,,620.9712185,1,16.4846,0.165033333,0,100 - 24.7,9061.943275,---,9061.943275,9061.943275,,,,,,,,,,
16.45_156.9827m/z,,156.9827303,1,16.45165,0.065883333,0,100,502.271698,---,502.271698,502.271698,,,,,,,,,,
16.45_315.0256m/z,,315.0256263,1,16.45165,0.2306,0,100 - 25.8,12473.78344,---,12473.78344,12473.78344,,,,,,,,,,
16.42_250.8355m/z,,250.8354596,1,16.41871667,0.049416667,0,100,440.6710783,---,440.6710783,440.6710783,,,,,,,,,,
16.40_282.9747m/z,,282.9746693,1,16.40223333,0.065883333,0,100,956.1540909,---,956.1540909,956.1540909,,,,,,,,,,
16.39_325.1868m/z,,325.1868003,1,16.38576667,0.082366667,0,100,697.1597443,---,697.1597443,697.1597443,,,,,,,,,,
16.35_298.9245m/z,,298.9245083,1,16.35283333,0.065883333,0,100,568.9700298,---,568.9700298,568.9700298,,,,,,,,,,
16.34_693.0009m/z,,693.0008573,1,16.33635,0.313266667,0,100 - 30.3,17317.17131,---,17317.17131,17317.17131,,,,,,,,,,
16.32_376.9175m/z,,376.9174766,1,16.31988333,0.280333333,0,100 - 24.6,12287.82614,---,12287.82614,12287.82614,,,,,,,,,,
16.29_272.9948m/z,,272.9947828,1,16.28695,0.16505,0,100,3547.412947,---,3547.412947,3547.412947,,,,,,,,,,
16.29_332.9979m/z,,332.9979301,1,16.28695,0.0494,0,100 - 44.6,1676.876744,---,1676.876744,1676.876744,,,,,,,,,,
16.27_167.9339m/z,,167.9338768,1,16.27048333,0.049416667,0,100,343.4991398,---,343.4991398,343.4991398,,,,,,,,,,
16.27_325.0182m/z,,325.0181533,1,16.27048333,0.066216667,0,100 - 44.9,1612.99109,---,1612.99109,1612.99109,,,,,,,,,,
16.24_281.2510m/z,,281.2510212,1,16.23753333,0.09915,0,100,756.0231457,---,756.0231457,756.0231457,,,,,,,,,,
16.24_504.9917m/z,,504.9916718,1,16.23753333,0.791916667,0,100 - 32.2,40288.59958,---,40288.59958,40288.59958,,,,,,,,,,
16.22_754.9959m/z,,754.9958767,1,16.22073333,0.09915,0,100 - 35,5622.755257,---,5622.755257,5622.755257,,,,,,,,,,
16.20_318.9362m/z,,318.936217,1,16.20426667,0.1647,0,100,4045.015754,---,4045.015754,4045.015754,,,,,,,,,,
16.17_250.8357m/z,,250.8357165,1,16.17131667,0.1321,0,100,912.7370829,---,912.7370829,912.7370829,,,,,,,,,,
16.17_768.9490m/z,,768.9490309,1,16.17131667,0.148566667,0,100 - 31.4,7747.348499,---,7747.348499,7747.348499,,,,,,,,,,
16.15_263.0080m/z,,263.0080108,1,16.15485,0.049416667,0,100 - 33.8,2054.43143,---,2054.43143,2054.43143,,,,,,,,,,
16.12_292.9961m/z,,292.9960907,1,16.1219,0.065883333,0,100 - 69.1,1739.377728,---,1739.377728,1739.377728,,,,,,,,,,
16.09_282.9755m/z,,282.9754804,1,16.08896667,0.08235,0,100,1206.503586,---,1206.503586,1206.503586,,,,,,,,,,
16.06_325.1882m/z,,325.1881732,1,16.05603333,0.0494,0,100,429.4843826,---,429.4843826,429.4843826,,,,,,,,,,
16.04_315.0288m/z,,315.0288446,1,16.03955,0.148883333,0,100 - 42.7,5920.062204,---,5920.062204,5920.062204,,,,,,,,,,
16.01_678.9957m/z,,678.9957349,1,16.00661667,0.478633333,0,100 - 30.4,25656.75586,---,25656.75586,25656.75586,,,,,,,,,,
15.96_208.8461m/z,,208.8460686,1,15.95653333,0.049416667,0,100,311.2809696,---,311.2809696,311.2809696,,,,,,,,,,
15.96_551.0040m/z,,551.0040205,1,15.95653333,0.08235,0,100 - 29.1,5184.760941,---,5184.760941,5184.760941,,,,,,,,,,
15.92_668.9835m/z,,668.9834722,1,15.9236,1.352566667,0,100 - 33.9,72167.3296,---,72167.3296,72167.3296,,,,,,,,,,
15.91_542.9466m/z,,542.9466111,1,15.90713333,0.115966667,0,100 - 25.4,5467.514301,---,5467.514301,5467.514301,,,,,,,,,,
15.89_292.9477m/z,,292.9476537,1,15.89066667,0.065883333,0,100 - 38.1,3468.70922,---,3468.70922,3468.70922,,,,,,,,,,
15.86_271.9916m/z,,271.9915576,1,15.85771667,0.065883333,0,49.1 - 100 - 36.5,2208.160538,---,2208.160538,2208.160538,,,,,,,,,,
15.81_156.9819m/z,,156.9818687,1,15.8083,0.049416667,0,100,375.8419495,---,375.8419495,375.8419495,,,,,,,,,,
15.79_716.9438m/z,,716.9438314,1,15.79183333,0.098816667,0,100 - 22.3,5444.298157,---,5444.298157,5444.298157,,,,,,,,,,
15.78_526.9872m/z,,526.9871963,1,15.77536667,0.396283333,0,100 - 21.2,19019.70672,---,19019.70672,19019.70672,,,,,,,,,,
15.76_325.1870m/z,,325.1870279,1,15.7589,0.082683333,0,100,864.0131378,---,864.0131378,864.0131378,,,,,,,,,,
15.74_407.0104m/z,,407.0104111,1,15.74241667,0.26385,0,100 - 28.7,14362.55546,---,14362.55546,14362.55546,,,,,,,,,,
15.71_156.9823m/z,,156.9823487,1,15.70915,0.1153,0,100,657.5993614,---,657.5993614,657.5993614,,,,,,,,,,
15.69_250.8360m/z,,250.8360358,1,15.69268333,0.329733333,0,100,2186.958486,---,2186.958486,2186.958486,,,,,,,,,,
15.69_326.9721m/z,,326.9721427,1,15.69268333,3.925283333,0,100 - 29.9,227923.2285,---,227923.2285,227923.2285,,,,,,,,,,
15.68_243.0127m/z,,243.0127491,1,15.67621667,0.115633333,0,100,1499.339713,---,1499.339713,1499.339713,,,,,,,,,,
15.66_282.9747m/z,,282.9747439,1,15.65973333,0.049416667,0,100,820.2524948,---,820.2524948,820.2524948,,,,,,,,,,
15.63_325.0178m/z,,325.0178226,1,15.6268,0.065883333,0,100,1021.590183,---,1021.590183,1021.590183,,,,,,,,,,
15.61_292.9900m/z,,292.9899888,1,15.61033333,0.181183333,0,100 - 65.5,5098.383498,---,5098.383498,5098.383498,,,,,,,,,,
15.58_272.9910m/z,,272.990974,1,15.57738333,0.065883333,0,100,1026.668814,---,1026.668814,1026.668814,,,,,,,,,,
15.56_332.9988m/z,,332.9988352,1,15.56091667,0.032933333,0,100 - 60.6,1265.352306,---,1265.352306,1265.352306,,,,,,,,,,
15.54_178.9427m/z,,178.9426746,1,15.54445,0.049416667,0,100,289.6465034,---,289.6465034,289.6465034,,,,,,,,,,
15.53_156.9815m/z,,156.981546,1,15.52798333,0.082683333,0,100,468.5614328,---,468.5614328,468.5614328,,,,,,,,,,
15.53_393.0010m/z,,393.0010035,1,15.52798333,0.08235,0,100 - 24,3806.134212,---,3806.134212,3806.134212,,,,,,,,,,
15.48_304.9734m/z,,304.9734347,1,15.47823333,0.049733333,0,100,1396.453433,---,1396.453433,1396.453433,,,,,,,,,,
15.48_271.9898m/z,,271.9898017,1,15.47823333,0.115633333,0,70 - 100 - 32.2,3179.396066,---,3179.396066,3179.396066,,,,,,,,,,
15.43_370.9422m/z,,370.9421605,1,15.42881667,0.098833333,0,100 - 39.1,3240.322441,---,3240.322441,3240.322441,,,,,,,,,,
15.43_436.9918m/z,,436.9917519,1,15.42881667,0.165033333,0,100 - 33.9,5772.596722,---,5772.596722,5772.596722,,,,,,,,,,
15.41_650.9855m/z,,650.9855028,1,15.41235,0.67595,0,100 - 28.9,34707.7946,---,34707.7946,34707.7946,,,,,,,,,,
15.41_930.9421m/z,,930.9420587,1,15.41235,0.049416667,0,100 - 26.5,3613.988319,---,3613.988319,3613.988319,,,,,,,,,,
15.36_304.9731m/z,,304.9730861,1,15.36293333,0.148233333,0,100,3639.174997,---,3639.174997,3639.174997,,,,,,,,,,
15.31_174.9316m/z,,174.9315733,1,15.31353333,0.049416667,0,100,308.352142,---,308.352142,308.352142,,,,,,,,,,
15.30_556.9436m/z,,556.9436031,1,15.29705,0.19765,0,100 - 27.3,8274.257927,---,8274.257927,8274.257927,,,,,,,,,,
15.28_393.0003m/z,,393.0003108,1,15.28058333,0.049416667,0,100 - 35.2,2048.363117,---,2048.363117,2048.363117,,,,,,,,,,
15.23_167.9332m/z,,167.9331743,1,15.23085,0.148566667,0,100,714.1159573,---,714.1159573,714.1159573,,,,,,,,,,
15.23_156.9820m/z,,156.9819847,1,15.23085,0.131766667,0,100,678.7078266,---,678.7078266,678.7078266,,,,,,,,,,
15.23_376.9114m/z,,376.9114243,1,15.23085,0.066216667,0,100 - 16.2,3034.799309,---,3034.799309,3034.799309,,,,,,,,,,
15.20_272.9955m/z,,272.9955427,1,15.1979,0.032933333,0,100 - 51.6,1029.995558,---,1029.995558,1029.995558,,,,,,,,,,
15.18_240.9967m/z,,240.9966863,1,15.18143333,0.065883333,0,100,1356.933304,---,1356.933304,1356.933304,,,,,,,,,,
15.15_174.9307m/z,,174.9307254,1,15.1485,0.065883333,0,100,479.5018631,---,479.5018631,479.5018631,,,,,,,,,,
15.15_679.0254m/z,,679.0253616,1,15.1485,0.049416667,0,100 - 38.6,1963.588803,---,1963.588803,1963.588803,,,,,,,,,,
15.12_243.0136m/z,,243.0135552,1,15.11555,0.2968,0,100,3263.957258,---,3263.957258,3263.957258,,,,,,,,,,
15.08_140.9154m/z,,140.9153835,1,15.08261667,0.51125,0,100,2185.404678,---,2185.404678,2185.404678,,,,,,,,,,
15.07_325.0158m/z,,325.0158395,1,15.06613333,0.049416667,0,100,691.4452097,---,691.4452097,691.4452097,,,,,,,,,,
15.07_325.1867m/z,,325.1866542,1,15.06613333,0.049416667,0,100,559.7704124,---,559.7704124,559.7704124,,,,,,,,,,
15.07_716.9451m/z,,716.9451425,1,15.06613333,0.197633333,0,100 - 34.2,9698.769976,---,9698.769976,9698.769976,,,,,,,,,,
15.07_243.0122m/z,,243.0122339,1,15.06613333,0.065883333,0,100 - 25.8,1219.116684,---,1219.116684,1219.116684,,,,,,,,,,
15.05_272.9935m/z,,272.9934924,1,15.04966667,0.09915,0,100 - 32.3,2395.423321,---,2395.423321,2395.423321,,,,,,,,,,
15.02_419.9996m/z,,419.9996287,1,15.01673333,0.395616667,0,100,4999.037191,---,4999.037191,4999.037191,,,,,,,,,,
15.00_167.9339m/z,,167.9338747,1,15.00025,0.148566667,0,100,831.9521809,---,831.9521809,831.9521809,,,,,,,,,,
14.97_318.9367m/z,,318.9366886,1,14.96698333,0.21445,0,100,4966.567708,---,4966.567708,4966.567708,,,,,,,,,,
14.97_536.9976m/z,,536.9976491,1,14.96698333,0.0662,0,100 - 17.8,3090.022437,---,3090.022437,3090.022437,,,,,,,,,,
14.92_272.9905m/z,,272.990545,1,14.91756667,0.049416667,0,100 - 42.2,1490.281178,---,1490.281178,1490.281178,,,,,,,,,,
14.88_292.9929m/z,,292.9929117,1,14.88463333,0.115283333,0,100 - 81.1,2710.588228,---,2710.588228,2710.588228,,,,,,,,,,
14.87_174.9300m/z,,174.9300407,1,14.86816667,0.0494,0,100,307.8198757,---,307.8198757,307.8198757,,,,,,,,,,
14.87_282.9734m/z,,282.9733857,1,14.86816667,0.0494,0,100,732.4045296,---,732.4045296,732.4045296,,,,,,,,,,
14.87_315.0106m/z,,315.0105777,1,14.86816667,0.08235,0,100 - 52.5,3461.939154,---,3461.939154,3461.939154,,,,,,,,,,
14.85_692.9776m/z,,692.9776029,1,14.8517,0.34655,0,100 - 34.7,19473.12291,---,19473.12291,19473.12291,,,,,,,,,,
14.84_420.9994m/z,,420.9994175,1,14.83521667,0.165033333,0,100 - 25.4,8294.394726,---,8294.394726,8294.394726,,,,,,,,,,
14.82_488.9794m/z,,488.979359,1,14.81875,0.098833333,0,100 - 16.2,3870.126896,---,3870.126896,3870.126896,,,,,,,,,,
14.80_420.9526m/z,,420.9525778,1,14.80228333,0.032933333,0,100 - 19.8,1579.33636,---,1579.33636,1579.33636,,,,,,,,,,
14.79_199.1720m/z,,199.1719689,1,14.78581667,0.08235,0,100,531.9260941,---,531.9260941,531.9260941,,,,,,,,,,
14.79_894.9458m/z,,894.9457869,1,14.78581667,0.247383333,0,100 - 30.2,17555.28175,---,17555.28175,17555.28175,,,,,,,,,,
14.75_156.9826m/z,,156.982616,1,14.75286667,0.065883333,0,100,368.1998272,---,368.1998272,368.1998272,,,,,,,,,,
14.72_370.9443m/z,,370.944261,1,14.7196,0.099166667,0,100 - 27.6,2955.880893,---,2955.880893,2955.880893,,,,,,,,,,
14.70_420.9957m/z,,420.9956636,1,14.70311667,0.16505,0,100 - 21.9,8364.396495,---,8364.396495,8364.396495,,,,,,,,,,
14.67_174.9308m/z,,174.9307831,1,14.67018333,0.098816667,0,100,642.794402,---,642.794402,642.794402,,,,,,,,,,
14.65_199.1716m/z,,199.1715903,1,14.65371667,0.098816667,0,100,673.1500206,---,673.1500206,673.1500206,,,,,,,,,,
14.64_234.8880m/z,,234.8879789,1,14.63725,0.131766667,0,100,1135.368494,---,1135.368494,1135.368494,,,,,,,,,,
14.62_298.9287m/z,,298.928711,1,14.62076667,0.131766667,0,100,1438.385071,---,1438.385071,1438.385071,,,,,,,,,,
14.62_420.9434m/z,,420.9433968,1,14.62076667,0.03295,0,100 - 17.7,1443.917334,---,1443.917334,1443.917334,,,,,,,,,,
14.59_536.9976m/z,,536.9975646,1,14.58783333,0.1153,0,100 - 15,4783.576616,---,4783.576616,4783.576616,,,,,,,,,,
14.55_325.1873m/z,,325.1872768,1,14.55488333,0.08235,0,100,786.3998204,---,786.3998204,786.3998204,,,,,,,,,,
14.54_295.8208m/z,,295.8207679,1,14.53841667,0.08235,0,100,548.974411,---,548.974411,548.974411,,,,,,,,,,
14.51_548.9539m/z,,548.9538833,1,14.50548333,0.725366667,0,100 - 34.1,33930.18363,---,33930.18363,33930.18363,,,,,,,,,,
14.47_243.0144m/z,,243.0144299,1,14.4722,0.049733333,0,100,694.6690016,---,694.6690016,694.6690016,,,,,,,,,,
14.46_174.9306m/z,,174.9305996,1,14.45573333,0.082683333,0,100,644.0391447,---,644.0391447,644.0391447,,,,,,,,,,
14.42_488.9647m/z,,488.9647488,1,14.4228,0.21445,0,100 - 24.6,7903.352144,---,7903.352144,7903.352144,,,,,,,,,,
14.41_126.9051m/z,,126.9050837,1,14.40631667,0.115633333,0,100,520.5941029,---,520.5941029,520.5941029,,,,,,,,,,
14.39_140.9153m/z,,140.9152866,1,14.38985,0.164716667,0,100,766.3820095,---,766.3820095,766.3820095,,,,,,,,,,
14.36_295.8227m/z,,295.8227017,1,14.35691667,0.098816667,0,100,790.3658313,---,790.3658313,790.3658313,,,,,,,,,,
14.32_318.9372m/z,,318.937239,1,14.32396667,0.1153,0,100,3048.058276,---,3048.058276,3048.058276,,,,,,,,,,
14.29_436.9833m/z,,436.9832789,1,14.29103333,0.330083333,0,100 - 30.5,10406.5154,---,10406.5154,10406.5154,,,,,,,,,,
14.27_490.9738m/z,,490.9738473,1,14.27456667,0.577133333,0,100 - 25.2,21326.56145,---,21326.56145,21326.56145,,,,,,,,,,
14.22_126.9051m/z,,126.905054,1,14.22481667,0.1321,0,100,509.5492401,---,509.5492401,509.5492401,,,,,,,,,,
14.22_243.0128m/z,,243.0128352,1,14.22481667,0.033266667,0,100 - 29.7,757.3250643,---,757.3250643,757.3250643,,,,,,,,,,
14.21_298.9261m/z,,298.9261422,1,14.20835,0.313266667,0,100,3400.514898,---,3400.514898,3400.514898,,,,,,,,,,
14.21_428.9705m/z,,428.9705412,1,14.20835,0.1321,0,100 - 27.9,3887.636164,---,3887.636164,3887.636164,,,,,,,,,,
14.18_353.0105m/z,,353.0104698,1,14.1754,0.131766667,0,100 - 41.3,4613.477681,---,4613.477681,4613.477681,,,,,,,,,,
14.13_264.9712m/z,,264.9711533,1,14.12598333,0.280333333,0,100,3608.214483,---,3608.214483,3608.214483,,,,,,,,,,
14.11_140.9160m/z,,140.9159999,1,14.10951667,0.08235,0,100,441.2316685,---,441.2316685,441.2316685,,,,,,,,,,
14.11_420.9861m/z,,420.9860923,1,14.10951667,0.1153,0,100 - 21.9,5484.545071,---,5484.545071,5484.545071,,,,,,,,,,
